# lmnn, lsml, rca, lfda, ldml, lmnn lsml, lmnn rca, lmnn lfda, lmnn ldml, lsml rca, lsml lfda, lsml ldml, rca lfda, rca ldml, lfda ldml, lmnn lsml rca, lmnn lsml lfda, lmnn lsml ldml, lmnn rca lfda, lmnn rca ldml, lmnn lfda ldml, lsml rca lfda, lsml rca ldml, lsml lfda ldml, rca lfda ldml, lmnn lsml rca lfda, lmnn lsml rca ldml, lmnn lsml lfda ldml, lmnn rca lfda ldml, lsml rca lfda ldml, lmnn lsml rca lfda ldml, all, svm
8.354037267080745721e+01,8.229813664596272815e+01,8.385093167701863592e+01,8.571428571428570820e+01,8.416149068322981464e+01,8.354037267080745721e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.354037267080745721e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.322981366459627850e+01,8.447204968944099335e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.540372670807452948e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.478260869565217206e+01
8.447204968944099335e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.664596273291925854e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.354037267080745721e+01,8.540372670807452948e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.509316770186335077e+01
8.260869565217390686e+01,8.229813664596272815e+01,8.385093167701863592e+01,8.571428571428570820e+01,8.322981366459627850e+01,8.322981366459627850e+01,8.447204968944099335e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.354037267080745721e+01,8.322981366459627850e+01,8.322981366459627850e+01,8.354037267080745721e+01,8.416149068322981464e+01,8.322981366459627850e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.509316770186335077e+01
8.260869565217390686e+01,8.167701863354037073e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.354037267080745721e+01,8.322981366459627850e+01,8.385093167701863592e+01,8.260869565217390686e+01,8.354037267080745721e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.322981366459627850e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.354037267080745721e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.354037267080745721e+01,8.447204968944099335e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.478260869565217206e+01
8.105590062111801331e+01,8.198757763975154944e+01,8.385093167701863592e+01,8.540372670807452948e+01,8.385093167701863592e+01,8.322981366459627850e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.322981366459627850e+01,8.509316770186335077e+01,8.385093167701863592e+01,8.385093167701863592e+01,8.385093167701863592e+01,8.354037267080745721e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.322981366459627850e+01,8.447204968944099335e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.354037267080745721e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.416149068322981464e+01
8.385093167701863592e+01,8.105590062111801331e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.322981366459627850e+01,8.416149068322981464e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.322981366459627850e+01,8.354037267080745721e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.322981366459627850e+01,8.509316770186335077e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.509316770186335077e+01
8.416149068322981464e+01,8.385093167701863592e+01,8.571428571428570820e+01,8.695652173913043725e+01,8.416149068322981464e+01,8.540372670807452948e+01,8.664596273291925854e+01,8.571428571428570820e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.385093167701863592e+01,8.571428571428570820e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.633540372670807983e+01,8.633540372670807983e+01,8.540372670807452948e+01,8.664596273291925854e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.633540372670807983e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.602484472049690112e+01,8.478260869565217206e+01,8.602484472049690112e+01,8.602484472049690112e+01
8.509316770186335077e+01,8.291925465838509979e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.322981366459627850e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.602484472049690112e+01,8.509316770186335077e+01,8.354037267080745721e+01,8.416149068322981464e+01,8.322981366459627850e+01,8.354037267080745721e+01,8.354037267080745721e+01,8.322981366459627850e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.322981366459627850e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.509316770186335077e+01
8.229813664596272815e+01,8.322981366459627850e+01,8.416149068322981464e+01,8.571428571428570820e+01,8.540372670807452948e+01,8.260869565217390686e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.447204968944099335e+01
8.136645962732919202e+01,8.260869565217390686e+01,8.602484472049690112e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.229813664596272815e+01,8.478260869565217206e+01,8.354037267080745721e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.602484472049690112e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.385093167701863592e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.571428571428570820e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.447204968944099335e+01,8.447204968944099335e+01
8.416149068322981464e+01,8.385093167701863592e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.478260869565217206e+01,8.571428571428570820e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.602484472049690112e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.540372670807452948e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.602484472049690112e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.664596273291925854e+01,8.571428571428570820e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.571428571428570820e+01
8.322981366459627850e+01,8.198757763975154944e+01,8.447204968944099335e+01,8.571428571428570820e+01,8.416149068322981464e+01,8.229813664596272815e+01,8.385093167701863592e+01,8.354037267080745721e+01,8.602484472049690112e+01,8.354037267080745721e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.354037267080745721e+01,8.354037267080745721e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.571428571428570820e+01,8.571428571428570820e+01,8.416149068322981464e+01,8.571428571428570820e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.385093167701863592e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.571428571428570820e+01,8.571428571428570820e+01,8.509316770186335077e+01,8.509316770186335077e+01
8.291925465838509979e+01,8.136645962732919202e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.571428571428570820e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.447204968944099335e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.509316770186335077e+01,8.571428571428570820e+01,8.540372670807452948e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.540372670807452948e+01
8.260869565217390686e+01,8.322981366459627850e+01,8.416149068322981464e+01,8.571428571428570820e+01,8.385093167701863592e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.447204968944099335e+01,8.540372670807452948e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.385093167701863592e+01,8.509316770186335077e+01,8.509316770186335077e+01
8.198757763975154944e+01,8.167701863354037073e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.385093167701863592e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.322981366459627850e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.354037267080745721e+01,8.478260869565217206e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.385093167701863592e+01,8.540372670807452948e+01,8.385093167701863592e+01,8.447204968944099335e+01,8.416149068322981464e+01,8.478260869565217206e+01,8.354037267080745721e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.478260869565217206e+01,8.416149068322981464e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.478260869565217206e+01,8.478260869565217206e+01
8.478260869565217206e+01,8.322981366459627850e+01,8.540372670807452948e+01,8.695652173913043725e+01,8.385093167701863592e+01,8.416149068322981464e+01,8.509316770186335077e+01,8.571428571428570820e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.633540372670807983e+01,8.416149068322981464e+01,8.571428571428570820e+01,8.509316770186335077e+01,8.416149068322981464e+01,8.447204968944099335e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.447204968944099335e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.447204968944099335e+01,8.509316770186335077e+01,8.478260869565217206e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.540372670807452948e+01,8.571428571428570820e+01,8.540372670807452948e+01,8.540372670807452948e+01
